title|writing_year|description|ebook_path
Аttalea princeps|1880|Главная героиня сказки-аллегории «Attalea princeps» - тропическая пальма, томящаяся под сводами оранжереи, которая ощущает себя пленницей и мечтает о свободе. Однажды ей удается проломить своды теплицы - и пальма оказывается в холодном и суровом северном ненастье. Современники Всеволода Гаршина восприняли сказку как аллегорию на революционную борьбу и ее итоги, поэтому поэтому Михаил Салтыков-Щедрин не принял «Attalea princeps» к публикации в «Отечественных записках». Произведение впервые было опубликовано в 1880 году в журнале «Русское богатство» с подзаголовком «Сказка».\n|../TableData/BooksEpub/Аttalea_princeps_1.epub
Бедность не порок|1885|Впервые комедия была поставлена в Москве на сцене Малого театра 25 января 1854 года. Действие пьесы происходит на Святки в доме богатого уездного купца Гордея Торцова. Его дочь - Любовь Гордеевна - влюблена в приказчика Митю, но отец планирует выдать ее замуж за состоятельного старика-фабриканта. Приказчик тоже полон нежных чувств, однако бедность мешает ему свататься к богатой возлюбленной. Воссоединиться влюбленным помогает случай.\n|../TableData/BooksEpub/Бедность_не_порок_1.epub
Бабье царство|1893|Рассказ в четырех частях «Бабье царство», фактически повесть, - это длинное и подробное повествование об одном дне из жизни капиталистки, миллионерши, владелицы завода Анны Акимовны Глаголевой. Молодая и обеспеченная, она не чувствует себя счастливой в рождественский день, не радуется богатству и поклонникам. Ее праздничный день - это своеобразный «день итога», в который не произошло ничего ни особенного, ни печального, ни дурного. Но оставшись одна, героиня «зарыдала от стыда и скуки»; она думала о том, что «ей уже поздно мечтать о счастье, что все уже для нее погибло и вернуться к той жизни, когда она спала с матерью под одним одеялом, или выдумать какую-нибудь новую, особенную жизнь уже невозможно».\nПроизведение написано в 1893 году. Впервые опубликовано в 1894 году в журнале «Русская мысль». Включено в сборник «Повести и рассказы».\n|../TableData/BooksEpub/Бабье_царство_1.epub
Совет|1883|Рассказ «Совет» больше всего напоминает короткую пьесу с минимумом декораций: ключевую роль в нем играет диалог двух персонажей. Они обсуждают некое третье лицо - «благодетеля». Один из них хочет отблагодарить его небольшим денежным «подношением». Другой же усердно от этого отговаривает, ведь «благодетель» подобных подарков не принимает. Но, как это характерно для юмористической прозы Антона Чехова, развязка беседы оказывается совершенно неожиданной.\nРассказ был впервые опубликован в журнале «Осколки» в 1883 году под псевдонимом «Человек без селезенки».\n|../TableData/BooksEpub/Совет_1.epub
Делец|1885|Рассказ «Делец» - портретная зарисовка «предприимчивого человека». Он маклер, биржевой заяц, дирижер в танцах, комиссионер, шафер, кум, плакальщик на похоронах и ходатай по делам. Одним он известен как рьяный консерватор, другим - как отъявленный нигилист. Он «радуется чужим свадьбам, носит детям конфеты и терпеливо беседует со старухами». Он имеет большую памятную книжку, которую держит втайне.Рассказ написан и впервые опубликован в 1885 году в журнале «Осколки» за подписью «Человек без селезенки».\n|../TableData/BooksEpub/Делец_1.epub
Голос оттуда|1915|В декабре 1914 года пресса осветила 25-летие литературной деятельности Александра Куприна. Сам писатель так отвечал на опубликованные приветствия и поздравления: «Некоторые чересчур хвалят меня - стыдно читать; не заблуждаются ли они, или, быть может, личные симпатии вызвали у них ласковые строки по моему адресу...»\nС началом Первой мировой войны Александр Куприн отправился на фронт, но весной 1915 года тяжело заболел, и его демобилизовали. В это время Куприн вернулся к писательской деятельности, создавал фельетоны, очерки и рассказы. Один из них - мистическое произведение «Голос оттуда». Впервые его опубликовал журнал «Огонек» в декабре 1915 года под заголовком «Неизъяснимое».\nГлавный герой рассказа - подпоручик Александров - подшучивает над пожилым любителем спиритизма майором Мунстером и представляется медиумом. Но неожиданно на одном из «сеансов» начинают происходить вещи, которые не были подстроены Александровым.\n|../TableData/BooksEpub/Голос_оттуда_1.epub
Черный туман|1905|Куприн написал рассказ «Черный туман» в 1905 году. В то время он с женой Марией жил в Петербурге. Поначалу столичная жизнь увлекала писателя, но вскоре он обнаружил, что город тяготит его, «поглощает творческие и жизненные силы». Это ощущение Куприн отразил в рассказе «Черный туман». Главный герой - жизнерадостный, одаренный, шумный и веселый Борис - приезжает в столицу, выражая свои намерения по-провинциальному просто и ясно: «Я приехал покорять Петербург!» Однако со временем выясняется, что Борису тяжело жить в северном городе: он сначала впадает в уныние, а затем заболевает. Единственное, чего он, измученный болезнью, по-настоящему желает, - это вернуться на родину и снова увидеть настоящую малороссийскую весну.\n|../TableData/BooksEpub/Черный_туман_1.epub
Художник|1896|Несмотря на неоконченное образование, киевский художник причисляет себя к городской богеме. Он смело критикует художников прошлого, пишет бездарные пейзажи, профессоров не уважает. Автор выводит «городской тип» художника: «Беспечного веселья, шума, артистических проказ, талантливых и остроумных шалостей - нет в мастерских киевских художников. В них господствует самое кислое уныние, винт «по маленькой», профессиональное злоязычие и услаждение своих самолюбий».\nКуприн написал этот очерк в 1896 году, когда жил в Киеве. Впервые произведение появилось на страницах газеты «Волынь», позже оно вошло в цикл «Киевские типы». Цикл выходил в свет и отдельными изданиями: В 1896 году в Киеве опубликовали первые восемь очерков (это была первая опубликованная книга Куприна), а в 1902 году классик дописал еще три новых очерка: «Вор», «Художник», «Стрелки».\n|../TableData/BooksEpub/Художник_1.epub
Жажда|1931|«Жажда» - цикл стихотворений русского поэта Серебряного века, прозаика Саши Черного (настоящее имя Александр Михайлович Гликберг) (1880-1932). Полный цикл включает 87 стихотворений, написанных в период с 1914 по 1923 год. Впервые опубликован в сокращенном варианте в 1923 году в Берлине.Стихотворный цикл «Жажда» - третья книга стихов Саши Черного.Стихотворения цикла - это ностальгические переживания, попытки разобраться в происходящем и невеселые размышления о будущем. Среди самых ярких произведений цикла: «Песня войны», «На фронт», «Сестра», «На миг забыть - и вновь ты дома...», «С приятелем», «Тех, кто страдает гордо и угрюмо...», «Прокуроров было слишком много...».\n|../TableData/BooksEpub/Жажда_1.epub
Четверо нищих|1929|Легенда «Четверо нищих» - одно из произведений, которые Куприн написал в эмиграции. Оно рассказывает о происхождении популярного в начале XX века французского десерта - набора из лесных орехов, миндаля, изюма и фиг: «Надо только сказать гарсону: дайте мне «нищих», и вам подадут аккуратную бумажную коробочку, в которую заключены все эти четыре сорта заедок». События происходят в давние времена, когда будущий король Франции Генрих IV заблудился во время охоты и встретил в лесу четверых нищих, которые разделили с ним свой нехитрый ужин...\nВпервые легенду напечатала русскоязычная газета «Возрождение» в 1929 году. Куприн в те годы сотрудничал и с другими русскими газетами - «Общее дело», «Русское время», «Русская газета», редактировал небольшие эмигрантские издания.\n|../TableData/BooksEpub/Четверо_нищих_1.epub
Лимонная корка|1920|Александр Куприн написал рассказ в 1920 году. С подзаголовком «Из прошлого» произведение вышло в газете «Новая русская жизнь». В рассказе Куприн отразил реальные черты английского бокса начала XIX века. В одной из своих публикаций автор писал об этом виде спорта: «Бокс развивает в человеке выносливость, смелость и бесстрашие, доводя эти качества до высшего предела».\nНекий лорд Б. готовит к бою своего фаворита - боксера Сюлливана, тот должен выступить против бойца Чернокожего Ричмонда. Оба спортсмена были самыми сильными боксерами своего времени. Сам лорд хоть и не проигрывал на боксерских ставках, но и выигрыша особого не имел. Перед очередным боем он решил сорвать куш любой ценой, потому запас один нечестный прием.\nГерои рассказа - боксеры Сюлливан и Ричмонд - действительно существовали. Однако боя между ними быть не могло: Ричмонд в 1816 году уже ушел с ринга, а Сюлливан в конце 1830-х только начал выступать.\n|../TableData/BooksEpub/Лимонная_корка_1.epub
Случай с Евсейкой|1912|Сказка «Случай с Евсейкой» впервые вышла в декабрьском приложении к газете «День» в 1912 году. В 1919 году Максим Горький внес изменения и напечатал сказку в журнале для детей «Северное сияние». Мальчик Евсейка - главный герой - сидел на берегу моря и удил рыбу. Но от скуки уснул и упал в воду. Под водой Евсейка встретился с креветками и морскими лилиями, раком-отшельником и большой рыбой. Когда Евсейка захотел обратно на берег, то лишь хитростью уговорил рыбу поднять его наверх.\n|../TableData/BooksEpub/Случай_с_Евсейкой_1.epub
Песнь о вещем Олеге|1836|Сюжетной основой стихотворения Александра Пушкина послужил летописный рассказ из Повести временных лет, приведенный Николаем Карамзиным в I томе «Истории государства Российского». Историческая основа произведения - вековое противостояние славян-язычников Руси с иудейским Хазарским каганатом. Любопытна и символическая подоплека стихотворения. Великому князю новгородскому и киевскому Олегу Вещему предсказывают смерть «от коня своего», но умирает он от укуса змеи, выползшей, правда, из черепа павшего старого княжеского коня. «Змей» и «конь» являются геральдическими знаками Данова колена - племен Израилевых, выходцы которого управляли Хазарией.\nСтихотворение написано в 1822 году. Впервые напечатано в 1825 году в альманахе «Северные цветы».\n|../TableData/BooksEpub/Песнь_о_вещем_Олеге_1.epub
В недрах земли|1899|В 1896 году Александр Куприн жил на Донбассе, где несколько раз спускался под землю и наблюдал за трудом шахтеров. После этого он написал очерк «В недрах земли».\nВ этом рассказе-очерке Куприн описывает случай на угольной шахте. В штольнях стала обваливаться порода, а у одного из рабочих, Ваньки Грека, начался приступ эпилепсии: «Ванька Грек бился на земле в страшных судорогах. Лицо его посинело, на тесно сжатых губах выступила пена, веки были широко раскрыты, а вместо глаз виднелись только одни громадные вращающиеся белки». 12-летний помощник шахтеров Васька пытался привести рабочего в чувство.\nВ 1899 году рассказ опубликовали газеты «Киевское слово» в Киеве и «Приазовский край» в Ростове-на-Дону. В 1908 году «В недрах земли» вошел в сборник «Детские рассказы» - перед печатью Куприн немного изменил текст, добавив в него фразы о технике безопасности в шахтах.\n|../TableData/BooksEpub/В_недрах_земли_1.epub
Допрос|1930|Рассказ «Допрос» Александр Куприн написал в 1930 году. Он относится к автобиографическим произведениям автора: в 1918 году Куприн опубликовал очерк в защиту великого князя Михаила Романова - брата Николая II, публикацию сочли контрреволюционной, и Куприна арестовали. Писатель провел в тюрьме три дня.\nВ рассказе «Допрос» автор описывает бывший дворец, в котором располагался Революционный трибунал, своего «сторожа» Крандиенко и разговор со следователем, который обвинял Куприна в поддержке царской семьи.\n|../TableData/BooksEpub/Допрос_1.epub
Джон Теннер|1836|Статья Александра Пушкина посвящена вышедшей в 1830 году книге «Рассказ о похищении и приключениях Джона Теннера во время тридцатилетнего пребывания среди индейцев», которую американец Джон Теннер опубликовал после возвращения в цивилизованный мир. Большую часть обширной статьи занимает пересказ и перевод фрагментов воспоминаний Теннера. Также автор статьи затрагивает вопрос о нравах молодого государства Северо-Американских Соединенных Штатах - тема, которая во многом была инспирирована трактатом Алексиса де Токвиля «Демократия в Америке», прочитанным Пушкиным в 1835 году.\n|../TableData/BooksEpub/Джон_Теннер_1.epub
Первая любовь|1882|В художественной повести Ивана Тургенева «Первая любовь» главный герой, пожилой человек, вспоминает свою первую влюбленность. Владимир в 16 лет приехал вместе с семьей в загородное поместье, где познакомился с Зинаидой Засекиной. За Зинаидой ухаживало много молодых людей, но, к несчастью героя, ее интересовал только один - отец Владимира, Петр Васильевич.\nВ основу произведения Иван Тургенев положил реальный случай из жизни своей семьи. Тургенев писал: «Описано действительное происшествие без малейшей прикраски... я изобразил своего отца. Меня многие за это осуждали, а в особенности осуждали за то, что я этого никогда не скрывал».\nВпервые роман был опубликован в 1860 году в журнале «Библиотека для чтения».\n|../TableData/BooksEpub/Первая_любовь_1.epub
Правдивая колбаса|1930|Сказка «Правдивая колбаса», входящая в авторский сборник «Солдатские сказки» - это история о ретивом солдате Петре Еремееве, купеческом сыне, имеющем «амбицию» стать унтер-офицером. За то невзлюбил его фельдфебель Игнатыч и стал рядового по службе «жучить». За помощью солдат обратился к волшебному старичку Хрущу: дал тот ему для фельдфебеля чудесную колбаску. Сказка написана и впервые опубликована в 1930 году в парижской газете «Последние новости».\n|../TableData/BooksEpub/Правдивая_колбаса_1.epub
Думы||Воскресить историю, для того чтобы «возбудить доблесть современников славными делами предков» - таково основное намерение Кондратия Рылеева в патетическом и патриотическом цикле «Думы». Ради этой цели автор пренебрегает исторической достоверностью и сознательно преображает своих персонажей, наделяя их чертами героев своего времени. Олег Вещий и Димитрий Донской, Ермак и Иван Сусанин, Богдан Хмельницкий и другие исторические фигуры предстают борцами за национальную самостоятельность и независимость родины, за освобождение народа от иноземного владычества и гнета тиранов. Рылеев стремится показать, что идеалы наиболее прогрессивных людей его времени опираются на лучшие традиции русской истории. Наиболее строгим критиком дум оказался А.С. Пушкин.\nПоэтический и прозаический цикл включает 25 завершенных и 7 неоконченных произведений, которые были созданы и опубликованы в различных изданиях в период с 1821 по 1823 год. Отдельным изданием цикл опубликован в 1825 году.\n|../TableData/BooksEpub/Думы_1.epub
Путешествие в Арзрум во время похода 1829 года|1835|В 1829 году Александр Пушкин отправился в Закавказье на Русско-турецкую войну, где встретился с Алексеем Ермоловым и Иваном Паскевичем. В этой поездке Александр Пушкин вел путевые заметки, которые потом легли в основу очерков. В 1830 году в «Литературной газете» появился отрывок под названием «Военная грузинская дорога», полностью очерки вышли в январском выпуске «Современника» за 1836 год. По мотивам произведения Пушкина кинокомпания «Ленфильм» сняла художественный фильм «Путешествие в Арзрум» с Дмитрием Журавлевым в главной роли.\n|../TableData/BooksEpub/Путешествие_в_Арзрум_во_время_похода_1829_года_1.epub
Подлинная история Энского земского собрания|1876|«Подлинная история Энского земского собрания» - сатирический очерк, имеющий ярко выраженную социальную направленность. Сюжет разворачивается вокруг фигуры Алексея Половина, который в силу обстоятельств должен председательствовать на предстоящем земском собрании. Само собрание проводится в период, когда «хлебороднейший уезд одной из хлебороднейших губерний терпит голод». Однако собрание расстроилось, так и не решив насущных дел.\n|../TableData/BooksEpub/Подлинная_история_Энского_земского_собрания_1.epub
Барыня|1882|Рассказ «Барыня» - серьезное, далекое от юмористики произведение. Его появление на страницах журнала «Москва» было связано с характером и своеобразным направлением этого издания малой прессы. В журнале из номера в номер печатались сценки, рассказы, романы с продолжением, так или иначе связанные с деревенской жизнью. Тема деревни, уже наметившаяся в ранней прозе Чехова, развивается в «Барыне» в иной тональности. Строгий реализм бытовых описаний, психологическая достоверность образов, социальная острота драматического конфликта предвосхищают чеховские «деревенские» рассказы зрелых лет.\nРассказ написан и впервые опубликован в 1882 году в журнале «Москва» за подписью «А. Чехонте».\n|../TableData/BooksEpub/Барыня_1.epub
Езерский|1836|Работу над поэмой «Езерский» Александр Пушкин начал в 1832-1833 годах. Она должна была рассказывать о жизни главного героя, Ивана Езерского, но поэму Пушкин не закончил. Некоторые стихи из «Езерского» поэт перенес в поэму «Медный всадник».\nПервые сохранившиеся стихи поэмы посвящены родословной Езерского.\n|../TableData/BooksEpub/Езерский_1.epub
Стена|1885|Некто Маслов хочет наняться управляющим в усадьбу генерала Букина. В один из визитов генерал приглашает молодого человека к себе в кабинет для разговора. Требования помещика просты: никаких нововведений, с толку мужиков не сбивать и «хапать не более тысячи в год». Маслов оскорблен и гордо уходит. «Спаси господи и помилуй от честных людей», - говорит Букин своей дочери.Рассказ написан и впервые опубликован в 1885 году в журнале «Осколки» за подписью «А. Чехонте». Включен в сборник «Пестрые рассказы».\n|../TableData/BooksEpub/Стена_1.epub
Создание Аспера|1917|Герой рассказа, судья Гаккер, считает творчество главной миссией человека. Поэтому он создает три мистических образа: таинственную Даму под вуалью - прототип Черубины де Габриак, несуществующей поэтессы, которую придумали русские поэты Максимилиан Волошин и Елизавета Дмитриева; поэта Теклина, от имени которого пишет второсортные стихи, и благородного разбойника Аспера, который будоражит общество. Создание оказывается сильнее своего создателя. Гаккер погибает вместо Аспера: «У меня особое отношение к жизни; я считаю ее искусством: искусство требует жертв».\nФантастическую новеллу «Создание Аспера» Грин написал в 1917 году. Она вошла в его сборник «Брак Августа Эсборна» 1927 года.\n|../TableData/BooksEpub/Создание_Аспера_1.epub
Актерская гибель|1886|Главный герой рассказа «Актерская гибель» - высокий, плотный старик-актер Щипцов, «славившийся не столько сценическими дарованиями, сколько своей необычайной физической силой» - во время спектакля разругался с антрепренером. В самый разгар ссоры он вдруг почувствовал, что «у него в груди что-то оборвалось». Придя в номер, актер впал в ступор, потом вспомнил былые годы, стал рваться на родину в Вязьму, запил, а к вечеру следующего дня умер.Рассказ написан и впервые опубликован в 1886 году в «Петербургской газете» за подписью «А. Чехонте». Включен в сборник «Пестрые рассказы».\n|../TableData/BooksEpub/Актерская_гибель_1.epub
Святочный рассказ|1888|В основе рассказа Салтыкова-Щедрина лежали личные впечатления писателя от поездки в Вятскую губернию. Будучи следователем по раскольничьим делам, Салтыков-Щедрин раскрыл в губернии дела Ситникова и Смагина. В «Святочном рассказе» следователь находит спрятанные в лесах скиты раскольничьих поселений, знакомится с бытом крестьян и проникается сочувствием к ним. Впервые произведение было напечатано в январском выпуске журнала «Атеней» за 1858 год.\n|../TableData/BooksEpub/Святочный_рассказ_1.epub
Три смерти|1909|Лев Толстой полагал, что человек тем более человек, чем ближе он стоит к природе. Эту мысль воплощает рассказ «Три смерти». В произведении Толстой описывает три разные смерти - богатой барыни, простого мужика и дерева. О смысле рассказа Толстой писал в письме к двоюродной тетушке Александре Толстой: «...барыня жалка и гадка, потому что лгала всю жизнь и лжет перед смертью. Христианство, как она его понимает, не решает для нее вопроса жизни и смерти. Зачем умирать, когда хочется жить? <...> Мужик умирает спокойно именно потому, что он не христианин. Его религия другая, хотя он по обычаю и исполнял христианские обряды; его религия - природа, с которой он жил. Он сам рубил деревья, сеял рожь и косил ее, убивал баранов, и рожались у него бараны, и дети рожались, и старики умирали, и он знает твердо этот закон, от которого он никогда не отворачивался, как барыня, и прямо, просто смотрел ему в глаза... Дерево умирает спокойно, честно и красиво. Красиво, - потому что не лжет, не ломается, не боится, не жалеет».\n|../TableData/BooksEpub/Три_смерти_1.epub
Песня о сыне Сеньки Разина|1836|Стихотворение «Песня о сыне Сеньки Разина» представляет собой прямое переложение народной песни о сыне Степана Разина, которую Александр Пушкин услышал от своей няни Арины Родионовны. В изданиях собрания сочинений это произведение помещено среди стихотворений Пушкина. Однако авторский вклад поэта в печатную версию «Песни» точно не известен.\n|../TableData/BooksEpub/Песня_о_сыне_Сеньки_Разина_1.epub
Дневник Фокса Микки|1931|Цикл рассказов «Дневник Фокса Микки» написан для детей. Это доброе и забавное повествование от первого лица о жизни, радостях, снах, мыслях и надеждах маленькой собачки-фокса по кличке Микки. Включает 12 рассказов, написанных в период с 1924 по 1927 год. Впервые опубликован в 1927 году в Париже. Первый тираж был выпущен числом 200 экземпляров: все они были подписаны автором и содержали портрет самого Фокса Микки, сделанный художником Федором Рожанковским.\n|../TableData/BooksEpub/Дневник_Фокса_Микки_1.epub
Русский Дон-Кихот|1861|Статья «Русский Дон-Кихот» посвящена выходу в свет в 1861 году «Полного собрания сочинений» в 2-х томах русского религиозного философа, одного из главных теоретиков славянофильства Ивана Васильевича Киреевского (1806-1856). Борьба со славянофильством и его реакционной доктриной занимала важное место на страницах демократической печати в 1861-1862 годы, и обличения далеко не всегда носили корректный характер. В статье «Русский Дон-Кихот» Дмитрий Писарев назвал славянофильство «психологическим явлением, возникающим вследствие неудовлетворенных потребностей». По мнению членов Цензурного комитета, под формой литературной критики текст заключал в себе осмеяние нравственно-религиозных верований и отрицание необходимости религиозных основ в просвещении и нравственности. Статья характеризовалась как одна из наиболее «вредных по направлению» из напечатанных в журнале «Русское слово» незадолго до его приостановки в 1862 году.\n|../TableData/BooksEpub/Русский_ДонКихот_1.epub
Кусака|1901|«Кусака» - это история о бездомной собаке, которая всю жизнь копила злобу на людей, однажды получив незаслуженный пинок. Весной собака стала охранять пустующую дачу, а когда приехали хозяева, она доверилась им. Но когда дачный сезон закончился, люди уехали, снова оставив собаку. Леонид Андреев писал о смысле рассказа Корнею Чуковскому: «Мне не важно, кто «он» - герой моих рассказов: поп, чиновник, добряк или скотина. Мне важно только одно - что он человек и как таковой несет одни и те же тяготы жизни. Более того: в рассказе «Кусака» героем является собака, ибо все живое имеет одну и ту же душу, все живое страдает одними страданиями и в великом безличии и равенстве сливается воедино перед грозными силами жизни». Впервые рассказ был опубликован в сентябре 1901 года в «Журнале для всех».\n|../TableData/BooksEpub/Кусака_1.epub
Египетские ночи|1837|Главный герой повести «Египетские ночи» - не обремененный службой поэт Чарский, страдающий от того, что «публика смотрит на него как на свою собственность», полагая, что он рожден лишь для «ее пользы и удовольствия». Однажды в поисках протекции к нему приходит бедный итальянец - импровизатор-поэт. Ошеломленный талантом и меркантилизмом итальянца, Чарский устраивает для импровизатора вечер чтений в светском салоне. Жребием тому назначена предметом для импровизации тема «Клеопатра и ее любовники». Оказалось, что тема задана Чарским. Итальянец начинает поэтическую импровизацию.\nСтихотворный фрагмент «Чертог сиял...» был написан Пушкиным в 1828 году; в повесть он был включен не автором, а редакторами сочинений поэта. Для первой импровизации итальянца Пушкин переработал строфы из своей неоконченной поэмы «Езерский».\n|../TableData/BooksEpub/Египетские_ночи_1.epub
Бахчисарайский фонтан|1836|Поэму «Бахчисарайский фонтан» Александр Пушкин написал после того, как в 1820 году посетил Ханский дворец в Бахчисарае. Там он услышал предание XVIII века о любви хана Керим Гирея к княжне Потоцкой, в честь которой он поставил фонтан. Эту историю Пушкин сделал основой своей поэмы. В ней хан Гирей влюбляется в свою целомудренную польскую пленницу Марию. Наложница хана, Зарема, страстно ревнует его к Марии и потому губит дочь польского шляхтича.\nСреди южных поэм Александра Пушкина «Бахчисарайский фонтан» занимает особое место. Именно в этом произведении поэт вплотную приблизился к романтизму и вызвал множество дискуссий между классиками и романтиками. Первое издание поэмы вышло в марте 1924 года.\n|../TableData/BooksEpub/Бахчисарайский_фонтан_1.epub
Мальчик у Христа на елке|1876|Святочный рассказ «Мальчик у Христа на елке» Федора Достоевского впервые вышел в январе 1875 года на страницах январского выпуска «Дневника писателя». История рассказывает о бедном голодном мальчике, который остался один под Рождество. Он мечтает о празднике, который может видеть лишь в окне господского дома, и в конце концов попадает на Христову елку.\n|../TableData/BooksEpub/Мальчик_у_Христа_на_елке_1.epub
Верочка|1887|Герой рассказа «Верочка» - Иван Огнев - покидает поместье председателя уездной управы Кузнецова, где частенько бывал во время своей длительной служебной командировки. Дочь помещика Вера вызывается проводить гостя до леса. При расставании, пугаясь и робея, девушка признается Огневу в любви. Грусть, теплота и сентиментальное настроение, навеянные на него прощанием, вдруг исчезли, уступив место резкому, неприятному чувству неловкости. Что ни говорил после этого признания Огнев, все казалось ему отвратительным и плоским. А непонятное чувство вины росло в нем с каждым шагом.Рассказ написан и впервые опубликован в 1887 году в газете «Новое время». Включен в сборник «В сумерках».\n|../TableData/BooksEpub/Верочка_1.epub
